Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,,Var,,,2,Açık Balkon,,,2,,,3,5-10,,460 M2,,2.Kat,,Boş,Genel Fiyat,,Evet,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,150 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,21 Aralık 2023,14055432,06 Ekim 2023,,https://www.emlakjet.com//ilan/ortaca-merkez-de-31-kapali-mutfak-harika-konumda-satilik-daire-14055432/,3.750.000 TL,Muğla - Ortaca - Atatürk Mh.
,,Var,,,1,Açık Balkon,,,1,,,3,5-10,,90 M2,,3.Kat,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,21 Aralık 2023,14055370,06 Ekim 2023,,https://www.emlakjet.com//ilan/gunaydin-emlak-tan-merkezde-21-krediye-uygun-satilik-daire-14055370/,2.750.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,Var,,,2,,,,1,,,3,5-10,,120 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,110 M2,,3+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,,,,,,,06 Ekim 2023,14055044,06 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-e-yakin-ortaca-cumhuriyet-te-satilik-31-daire-14055044/,3.300.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,2,21 Ve Üzeri,,75 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,70 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14053305,06 Ekim 2023,,https://www.emlakjet.com//ilan/cb-uzman-gayrimenkul-den-armutalanda-satilik-21-daire-14053305/,5.000.000 TL,Muğla - Marmaris - Armutalan Mh.
,0 TL,Var,,,2," Açık Balkon, Kapalı Balkon  ",,,1,,,1,5-10,,105 M2,,Müstakil,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,7000 TL,Krediye Uygun,,Boş,95 M2,,2+1,,,,,Hayır,Yok,Müstakil Tapulu,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,Var,,,,,08 Aralık 2023,14046856,04 Ekim 2023,Yok,https://www.emlakjet.com//ilan/447-m2-arsa-icinde-mustakil-ev-imara-acik-kat-cikilabilir-fiyat-1-ocaga-kadar-gecerlidir-14046856/,2.250.000 TL,Muğla - Menteşe - Gazeller Mh.
,,,,,,,,,1,,,3,0 (Yeni),,85 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,70 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,1,,,Sıfır,,,,,,,,,20 Aralık 2023,14040099,03 Ekim 2023,,https://www.emlakjet.com//ilan/ortaca-cayli-mah-satilik-daireler-14040099/,2.000.000 TL,Muğla - Ortaca - Çaylı Mh.
,1 TL,,,,,,,,1,,,3,11-15,,130 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,129 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,11 Aralık 2023,14039969,03 Ekim 2023,,https://www.emlakjet.com//ilan/satilik-31-14039969/,1.800.000 TL,Muğla - Ortaca - Atatürk Mh.
,0 TL,,,,,,,,1,,,3,21 Ve Üzeri,,165 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,35000 TL,Bilinmiyor,,Kiracı Oturuyor,145 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,21 Aralık 2023,14035421,02 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-in-en-guzel-konumumda-doga-ile-ic-ice-14035421/,14.250.000 TL,Muğla - Marmaris - Siteler Mh.
,,Var,,,,,,,1,,,4,21 Ve Üzeri,,110 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,100 M2,,2+1,,,,,Evet,,Müstakil Tapulu,Daire,,Konut,,,1,,,İkinci El,,,,,,,,,16 Aralık 2023,14033419,02 Ekim 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-21-satilik-daire-14033419/,5.500.000 TL,Muğla - Marmaris - Çıldır Mh.
,,Var,,,2,,,,1,,,6,11-15,,110 M2,,3.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,10000 TL,Krediye Uygun,,Boş,100 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,14031982,02 Ekim 2023,,https://www.emlakjet.com//ilan/yildirim-emlak-tan-ortaca-merkezde-21-100-m2-daire-14031982/,2.350.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,1,,,4,16-20,,85 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Yok,Müstakil Tapulu,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,14026587,01 Ekim 2023,,https://www.emlakjet.com//ilan/cb-uzman-gayrimenkulden-sitelerde-satilik-21-daire-14026587/,4.750.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,2,,,3,0 (Yeni),,90 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Kasım 2023,14024246,30 Eylül 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-merkeze-yakin-satilik-daire-14024246/,2.650.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,90 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,85 M2,,2+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,30 Eylül 2023,14020519,30 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-ataturk-ilkokulu-yakini-yuksek-giris-temiz-21-daire-14020519/,5.300.000 TL,Muğla - Marmaris - Sarıana Mh.
,50 TL,,,,,,,,1,,,4,11-15,,65 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,55 M2,,2+1,,,,,Hayır,Yok,Bilinmiyor,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,07 Aralık 2023,14019459,30 Eylül 2023,,https://www.emlakjet.com//ilan/lider-den-mugla-mentese-kotekli-de-satilik-21daire-14019459/,1.700.000 TL,Muğla - Menteşe - Kötekli Mh.
,,Yok,,,,,,,1,,,3,16-20,,60 M2,,1.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,Sıfır,,,,,,,,,16 Aralık 2023,14017386,29 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-esyali-satilik-11-daire-14017386/,4.000.000 TL,Muğla - Marmaris - Tepe Mh.
,,Var,,,,,,,2,,,4,16-20,,120 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,Sıfır,,,Yatırıma Uygun,,,,,,16 Aralık 2023,14016935,29 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-satilik-luks-daire-14016935/,5.750.000 TL,Muğla - Marmaris - Çıldır Mh.
,,Var,,,,,,,1,,,4,16-20,,70 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,65 M2,,1+1,,,,,Hayır,,Kat İrtifakı,Daire,,Konut,,,1,,,,,,Yatırıma Uygun,,,,,,16 Aralık 2023,14016891,29 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-kemeralti-mah-de-satilik-11-deniz-manzarali-daire-14016891/,3.435.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,250 TL,,,,,,,,2,,,4,5-10,,160 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,18000 TL,Krediye Uygun,,Kiracı Oturuyor,145 M2,,3+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,28 Eylül 2023,14013037,28 Eylül 2023,,https://www.emlakjet.com//ilan/mugla-da-satilik-31-genis-daire-14013037/,4.750.000 TL,Muğla - Menteşe - Orhaniye Mh.
,200 TL,Var,,,2," Açık Balkon, Kapalı Balkon  ",,,2,,,4,5-10,,150 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Yerden Isıtma,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,137 M2,,3+1,,,,,Evet,Yok,Arsa Tapulu,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,13 Ekim 2023,14011463,28 Eylül 2023,Yok,https://www.emlakjet.com//ilan/mugla-mentese-maris-evleri-sitesinde-31-satilik-daire-14011463/,5.850.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,Var,,,,,,,1,,,2,5-10,,45 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,Hayır,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,40 M2,,1+1,,,,,Hayır,,Bilinmiyor,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,21 Aralık 2023,14009912,28 Eylül 2023,,https://www.emlakjet.com//ilan/mugla-yenikoy-de-11-satilik-daire-14009912/,1.700.000 TL,Muğla - Menteşe - Yeniköy Mh.
,,Var,,,,,,,1,,,5,16-20,,100 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Klimalı,Satılık,,Bilinmiyor,,Boş,90 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,16 Aralık 2023,13993454,25 Eylül 2023,,https://www.emlakjet.com//ilan/eval-emlaktan-satilik-luks-21-genis-daire-13993454/,5.250.000 TL,Muğla - Marmaris - Adaköy Mh.
,,Var,,,1,,,,1,,,4,16-20,,80 M2,,1.Kat,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,15000 TL,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,1,,,,Betonarme,,Yatırıma Uygun,,,,,,25 Eylül 2023,13991356,25 Eylül 2023,Yok,https://www.emlakjet.com//ilan/marmaris-camdibi-mah-ana-caddeye-cephe-21-satilik-daire-13991356/,4.000.000 TL,Muğla - Marmaris - Çamdibi Mh.
,,,,,,,,,2,,,3,0 (Yeni),,95 M2,,2.Kat,,Boş,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,08 Aralık 2023,13988813,24 Eylül 2023,,https://www.emlakjet.com//ilan/bayar-gayrimenkul-den-satilik-21-luks-1-kalite-firsat-daire-13988813/,2.750.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,2,,,2,16-20,,140 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,120 M2,,4+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,15 Aralık 2023,13987733,24 Eylül 2023,,https://www.emlakjet.com//ilan/cb-uzman-gayrimenkul-den-beldibinde-41-satilik-daire-13987733/,6.650.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,2,,,4,16-20,,90 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,15 Aralık 2023,13987730,24 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-adliye-yani-21-super-lokasyonda-bahce-dubleks-daire-13987730/,4.750.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,4,16-20,,80 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,70 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,24 Eylül 2023,13987729,24 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-sariana-mahallesinde-21-giris-kat-satilik-daire-13987729/,3.900.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,1,,,2,4,,45 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,40 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,10 Kasım 2023,13985923,23 Eylül 2023,,https://www.emlakjet.com//ilan/kurt-emlaktan-yenikoy-de-satilik-11-daire-13985923/,1.800.000 TL,Muğla - Menteşe - Yeniköy Mh.
,,,,,,,,,1,,,3,0 (Yeni),,80 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Kasım 2023,13985612,23 Eylül 2023,,https://www.emlakjet.com//ilan/mentese-bayir-mahallesinde-satilik-21-sifir-daire-13985612/,2.300.000 TL,Muğla - Menteşe - Bayır Mh.
,,Var,,,2,,,,1,,,3,0 (Yeni),,75 M2,,3.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,8000 TL,Krediye Uygun,,Boş,70 M2,,1+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,13972049,21 Eylül 2023,,https://www.emlakjet.com//ilan/yildirim-emlak-tan-ortaca-karaburun-mah-satilik-11-75-m2-daire-13972049/,1.800.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,3,0 (Yeni),,100 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,90 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,27 Ekim 2023,13970201,21 Eylül 2023,,https://www.emlakjet.com//ilan/ortaca-merkez-de-90-m2-21-luks-sifir-satilik-daire-13970201/,3.550.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,1,,,4,11-15,,120 M2,,2.Kat,,,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun,,Boş,110 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Aralık 2023,13970193,21 Eylül 2023,,https://www.emlakjet.com//ilan/ortaca-merkez-de-110-m2-21-kapali-mutfak-krediye-uygun-daire-13970193/,2.300.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,2,,,2,21 Ve Üzeri,,130 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,120 M2,,4+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,21 Kasım 2023,13966452,20 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-komple-yenilenmis-41-satilik-daire-13966452/,6.650.000 TL,Muğla - Marmaris - Çamdibi Mh.
,,,,,,,,,2,,,2,21 Ve Üzeri,,130 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,125 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,21 Kasım 2023,13965256,20 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-komple-yenilenmis-31-satilik-daire-13965256/,5.500.000 TL,Muğla - Marmaris - Sarıana Mh.
,,Var,,,,,,,1,,,3,21 Ve Üzeri,,90 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,,,1,,,Sıfır,,,Yatırıma Uygun,,,,,,23 Aralık 2023,13961927,19 Eylül 2023,Yok,https://www.emlakjet.com//ilan/marmaris-tepe-mah-de-satilik-21-masrafsiz-daire-13961927/,4.700.000 TL,Muğla - Marmaris - Tepe Mh.
,,Var,,,,,,,1,,,3,0 (Yeni),,85 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,10000 TL,Bilinmiyor,,Boş,75 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,13957636,19 Eylül 2023,,https://www.emlakjet.com//ilan/yildirim-emlak-tan-ortaca-cayli-mah-satilik-21-85-m2-daire-13957636/,2.250.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,2,,,2,21 Ve Üzeri,,150 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,1,,,İkinci El,,,,,,,,,18 Aralık 2023,13955981,18 Eylül 2023,,https://www.emlakjet.com//ilan/mugla-yesilyurt-merkezinde-31-dubleks-daire-13955981/,2.250.000 TL,Muğla - Menteşe - Yeşilyurt Mh.
,,,,,,,,,1,,,2,0 (Yeni),,65 M2,,Yüksek Giriş,,,Genel Fiyat,,,,Kat Kaloriferi,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,02 Ekim 2023,13954253,18 Eylül 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-cumhuriyet-te-satilik-firsat-11-daire-13954253/,1.550.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,1,,,4,3,,50 M2,,3.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,35 M2,,1+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13948814,17 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-tamamen-yenilenmis-satilik-11-daire-13948814/,2.500.000 TL,Muğla - Marmaris - Tepe Mh.
,200 TL,,,,,,,,2,,,4,11-15,,120 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,110 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,Betonarme,,Bilinmiyor,,,,,,15 Aralık 2023,13947995,17 Eylül 2023,,https://www.emlakjet.com//ilan/marinaya-yakin-konumda-satilik-31-duz-daire-13947995/,8.750.000 TL,Muğla - Marmaris - Sarıana Mh.
,,Var,,,1,,,,1,,,5,16-20,,55 M2,,4.Kat,,Boş,Birim Fiyat,,,,Elektrikli Radyatör,Satılık,,Krediye Uygun,,Boş,50 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,01 Ekim 2023,13941486,15 Eylül 2023,Yok,https://www.emlakjet.com//ilan/satilik-daire-13941486/,2.650.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,1,,,4,0 (Yeni),,90 M2,,4.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,82 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,01 Aralık 2023,13940033,15 Eylül 2023,,https://www.emlakjet.com//ilan/merkezi-konumlu-hermes-gold-da-satilik-21-daire-13940033/,4.400.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,,,,,,,,1,,,2,0 (Yeni),,125 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,110 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Kasım 2023,13934747,15 Eylül 2023,,https://www.emlakjet.com//ilan/yuksekkum-dan-koycegiz-de-31-luks-cati-dubleks-daire-satilik-13934747/,4.100.000 TL,Muğla - Köyceğiz - Gülpınar Mh.
,,,,,,,,,1,,,3,0 (Yeni),,80 M2,,1.Kat,,,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Boş,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,Sıfır,Betonarme,,Bilinmiyor,,,,,,06 Aralık 2023,13934641,14 Eylül 2023,,https://www.emlakjet.com//ilan/yildirim-emlak-tan-ortaca-cayli-mah-satilik-21-80-m2-daire-13934641/,2.250.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,60 M2,,1.Kat,,Eşyalı,Genel Fiyat,,Hayır,,Klimalı,Satılık,13000 TL,Bilinmiyor,,Boş,55 M2,,1+1,,,,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,Yok,,,,,15 Aralık 2023,13932390,14 Eylül 2023,Yok,https://www.emlakjet.com//ilan/inci-heykeline-100-metre-mesafede-11-daire-13932390/,3.700.000 TL,Muğla - Marmaris - Tepe Mh.
,,Var,,,3,Kapalı Balkon,,,2,,,4,4,,220 M2,,Yüksek Giriş,,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,30000 TL,Krediye Uygun,,Kiracı Oturuyor,200 M2,,4+1,,,,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,,,2,,,,,,Yatırıma Uygun,Var,,,,,25 Kasım 2023,13929105,14 Eylül 2023,Yok,https://www.emlakjet.com//ilan/mentese-karamehmet-te-havuzlu-sitede-220-m2-41-satilik-daire-13929105/,5.650.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,Var,,,,,,,1,,,3,16-20,,101 M2,,3.Kat,,Boş,Genel Fiyat,,Hayır,,Kombi Doğalgaz,Satılık,,Bilinmiyor,,Boş,100 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,İkinci El,,,Yatırıma Uygun,,,,,,13 Aralık 2023,13927239,13 Eylül 2023,,https://www.emlakjet.com//ilan/yuksek-kira-getirili-merkezi-konumda-13927239/,4.250.000 TL,Muğla - Menteşe - Şeyh Mh.
,,,,,,,,,1,,,2,16-20,,150 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,140 M2,,3+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,10 Kasım 2023,13924951,13 Eylül 2023,,https://www.emlakjet.com//ilan/dugerek-te-satilik-bahceli-ev-31-13924951/,3.500.000 TL,Muğla - Menteşe - Düğerek Mh.
,,Var,,,,,,,2,,,3,16-20,,180 M2,,3.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,160 M2,,4+1,,,,,Evet,,Kat Mülkiyeti,Daire,,Konut,,,,,,İkinci El,,,Yatırıma Uygun,,,,,,16 Aralık 2023,13921848,13 Eylül 2023,,https://www.emlakjet.com//ilan/marmaris-sitelerde-denize-yakin-satilik-daire-13921848/,11.900.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,90 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,85 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,27 Kasım 2023,13920552,13 Eylül 2023,,https://www.emlakjet.com//ilan/kemeralti-mah-denize-yurume-mesafesinde-21-giris-katimiz-13920552/,2.750.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,Var,,,1,,,,1,,,4,0 (Yeni),,90 M2,,4.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,82 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,,,,Sıfır,,,,,,,,,15 Kasım 2023,13916839,12 Eylül 2023,Yok,https://www.emlakjet.com//ilan/merkezi-konumlu-hermes-gold-da-satilik-21-daire-13916839/,4.400.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,Var,,,1,,,,1,,,3,0 (Yeni),,110 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,11000 TL,Krediye Uygun,,Boş,105 M2,,3+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,13915140,12 Eylül 2023,,https://www.emlakjet.com//ilan/yildirim-emlak-tan-ortaca-cayli-mah-satilik-31-110-m2-daire-13915140/,3.250.000 TL,Muğla - Ortaca - Çaylı Mh.
